1,2,3,4,8,5,7,12,10,6,11,9,17,13,18,16,15,14,19,20,21,0
0,3,2,4,5,6,7,12,8,10,11,9,13,17,18,16,14,15,19,20,21,1
1,3,0,4,5,6,7,8,12,11,10,9,13,17,18,14,16,15,19,20,21,2
1,2,0,12,4,11,6,10,7,5,8,9,13,15,17,14,16,18,19,20,21,3
6,5,1,7,9,8,2,0,3,10,11,12,13,14,18,16,17,15,19,20,21,4
4,6,7,1,9,8,2,0,3,10,11,12,18,13,14,16,17,15,19,20,21,5
4,5,1,7,11,9,3,2,10,8,0,12,13,14,15,18,16,17,19,20,21,6
8,9,10,4,5,12,11,6,1,13,18,0,14,3,16,17,2,15,19,20,21,7
7,9,4,10,18,0,12,5,16,1,17,13,11,6,3,14,2,15,19,20,21,8
7,8,4,10,14,5,6,18,13,11,16,12,1,15,17,0,3,19,2,20,21,9
12,11,7,13,15,9,8,14,4,16,3,17,6,18,1,0,5,19,2,20,21,10
10,12,13,7,6,15,14,3,4,9,1,8,16,5,0,17,18,2,19,20,21,11
10,11,3,7,13,17,8,15,1,0,16,4,9,14,18,6,2,5,19,20,21,12
14,15,10,16,11,18,12,17,19,7,9,8,4,20,6,3,1,0,21,5,2,13
13,15,16,10,9,11,18,19,7,17,12,8,4,6,20,21,5,3,1,0,2,14
13,14,10,16,11,12,19,17,18,7,9,20,8,3,4,6,1,21,0,5,2,15
18,17,13,19,15,14,20,10,8,12,7,9,21,11,4,0,3,1,6,5,2,16
16,18,19,13,12,15,10,20,8,7,14,21,9,11,0,4,3,1,5,6,2,17
16,17,19,13,8,9,14,7,20,10,21,15,12,11,4,5,0,6,1,3,2,18
20,16,17,18,13,21,15,14,10,12,8,9,7,11,4,0,3,6,1,5,2,19
19,21,16,17,18,13,15,14,8,10,12,9,7,11,4,0,5,1,3,6,2,20
20,19,18,16,17,13,14,8,15,9,7,10,12,11,4,5,0,1,6,3,2,21
